2.2948 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
173.9275 	EXP 	window1: recordFrameIntervals = False
174.9030 	EXP 	fixation: autoDraw = True
175.9099 	EXP 	fixation: autoDraw = False
175.9269 	EXP 	grating: autoDraw = True
175.9269 	EXP 	grating: tex = 'sin'
176.2270 	EXP 	grating: autoDraw = False
176.3290 	EXP 	window1: recordFrameIntervals = False
176.3302 	DATA 	Keypress: left
176.3434 	EXP 	fixation: autoDraw = False
176.3434 	EXP 	grating: autoDraw = False
176.3436 	EXP 	window1: recordFrameIntervals = False
177.3184 	EXP 	fixation: autoDraw = True
178.3261 	EXP 	fixation: autoDraw = False
178.3434 	EXP 	grating: autoDraw = True
178.3434 	EXP 	grating: tex = 'sin'
178.6431 	EXP 	grating: autoDraw = False
178.7283 	EXP 	window1: recordFrameIntervals = False
178.7296 	DATA 	Keypress: right
178.7430 	EXP 	fixation: autoDraw = False
178.7430 	EXP 	grating: autoDraw = False
178.7433 	EXP 	window1: recordFrameIntervals = False
179.7183 	EXP 	fixation: autoDraw = True
180.7258 	EXP 	fixation: autoDraw = False
180.7427 	EXP 	grating: autoDraw = True
180.7427 	EXP 	grating: tex = 'sin'
181.0421 	EXP 	grating: autoDraw = False
181.0941 	EXP 	window1: recordFrameIntervals = False
181.0952 	DATA 	Keypress: right
181.1087 	EXP 	fixation: autoDraw = False
181.1087 	EXP 	grating: autoDraw = False
181.1090 	EXP 	window1: recordFrameIntervals = False
182.0845 	EXP 	fixation: autoDraw = True
183.0916 	EXP 	fixation: autoDraw = False
183.1087 	EXP 	grating: autoDraw = True
183.1087 	EXP 	grating: tex = 'sin'
183.4082 	EXP 	grating: autoDraw = False
183.6442 	EXP 	window1: recordFrameIntervals = False
183.6454 	DATA 	Keypress: right
183.6580 	EXP 	fixation: autoDraw = False
183.6580 	EXP 	grating: autoDraw = False
183.6583 	EXP 	window1: recordFrameIntervals = False
184.6349 	EXP 	fixation: autoDraw = True
185.6409 	EXP 	fixation: autoDraw = False
185.6581 	EXP 	grating: autoDraw = True
185.6581 	EXP 	grating: tex = 'sin'
185.9575 	EXP 	grating: autoDraw = False
186.1591 	EXP 	window1: recordFrameIntervals = False
186.1600 	DATA 	Keypress: right
186.1743 	EXP 	fixation: autoDraw = False
186.1743 	EXP 	grating: autoDraw = False
186.1745 	EXP 	window1: recordFrameIntervals = False
187.1476 	EXP 	fixation: autoDraw = True
188.1568 	EXP 	fixation: autoDraw = False
188.1738 	EXP 	grating: autoDraw = True
188.1738 	EXP 	grating: tex = 'sin'
188.4735 	EXP 	grating: autoDraw = False
188.5930 	EXP 	window1: recordFrameIntervals = False
188.5943 	DATA 	Keypress: right
188.6072 	EXP 	fixation: autoDraw = False
188.6072 	EXP 	grating: autoDraw = False
188.6075 	EXP 	window1: recordFrameIntervals = False
189.5824 	EXP 	fixation: autoDraw = True
190.5901 	EXP 	fixation: autoDraw = False
190.6069 	EXP 	grating: autoDraw = True
190.6069 	EXP 	grating: tex = 'sin'
190.9067 	EXP 	grating: autoDraw = False
191.0096 	DATA 	Keypress: left
191.0250 	EXP 	window1: recordFrameIntervals = False
191.0396 	EXP 	fixation: autoDraw = False
191.0396 	EXP 	grating: autoDraw = False
191.0398 	EXP 	window1: recordFrameIntervals = False
192.0141 	EXP 	fixation: autoDraw = True
193.0231 	EXP 	fixation: autoDraw = False
193.0394 	EXP 	grating: autoDraw = True
193.0394 	EXP 	grating: tex = 'sin'
193.3392 	EXP 	grating: autoDraw = False
193.4583 	EXP 	window1: recordFrameIntervals = False
193.4595 	DATA 	Keypress: left
193.4726 	EXP 	fixation: autoDraw = False
193.4726 	EXP 	grating: autoDraw = False
193.4728 	EXP 	window1: recordFrameIntervals = False
194.4492 	EXP 	fixation: autoDraw = True
195.4552 	EXP 	fixation: autoDraw = False
195.4720 	EXP 	grating: autoDraw = True
195.4720 	EXP 	grating: tex = 'sin'
195.7719 	EXP 	grating: autoDraw = False
195.8245 	EXP 	window1: recordFrameIntervals = False
195.8259 	DATA 	Keypress: left
195.8385 	EXP 	fixation: autoDraw = False
195.8385 	EXP 	grating: autoDraw = False
195.8388 	EXP 	window1: recordFrameIntervals = False
196.8144 	EXP 	fixation: autoDraw = True
197.8214 	EXP 	fixation: autoDraw = False
197.8383 	EXP 	grating: autoDraw = True
197.8383 	EXP 	grating: tex = 'sin'
198.1380 	EXP 	grating: autoDraw = False
198.2400 	EXP 	window1: recordFrameIntervals = False
198.2409 	DATA 	Keypress: left
198.2549 	EXP 	fixation: autoDraw = False
198.2549 	EXP 	grating: autoDraw = False
198.2552 	EXP 	window1: recordFrameIntervals = False
199.2307 	EXP 	fixation: autoDraw = True
200.2376 	EXP 	fixation: autoDraw = False
200.2541 	EXP 	grating: autoDraw = True
200.2541 	EXP 	grating: tex = 'sin'
200.5539 	EXP 	grating: autoDraw = False
200.7225 	EXP 	window1: recordFrameIntervals = False
200.7236 	DATA 	Keypress: left
200.7374 	EXP 	fixation: autoDraw = False
200.7374 	EXP 	grating: autoDraw = False
200.7376 	EXP 	window1: recordFrameIntervals = False
201.7127 	EXP 	fixation: autoDraw = True
202.7199 	EXP 	fixation: autoDraw = False
202.7367 	EXP 	grating: autoDraw = True
202.7367 	EXP 	grating: tex = 'sin'
203.0366 	EXP 	grating: autoDraw = False
203.1553 	EXP 	window1: recordFrameIntervals = False
203.1563 	DATA 	Keypress: left
203.1698 	EXP 	fixation: autoDraw = False
203.1698 	EXP 	grating: autoDraw = False
203.1699 	EXP 	window1: recordFrameIntervals = False
204.1447 	EXP 	fixation: autoDraw = True
205.1526 	EXP 	fixation: autoDraw = False
205.1697 	EXP 	grating: autoDraw = True
205.1697 	EXP 	grating: tex = 'sin'
205.4693 	EXP 	grating: autoDraw = False
205.5882 	EXP 	window1: recordFrameIntervals = False
205.5896 	DATA 	Keypress: right
205.6029 	EXP 	fixation: autoDraw = False
205.6029 	EXP 	grating: autoDraw = False
205.6032 	EXP 	window1: recordFrameIntervals = False
206.5787 	EXP 	fixation: autoDraw = True
207.5855 	EXP 	fixation: autoDraw = False
207.6023 	EXP 	grating: autoDraw = True
207.6023 	EXP 	grating: tex = 'sin'
207.9024 	EXP 	grating: autoDraw = False
208.0046 	EXP 	window1: recordFrameIntervals = False
208.0059 	DATA 	Keypress: left
208.0188 	EXP 	fixation: autoDraw = False
208.0188 	EXP 	grating: autoDraw = False
208.0191 	EXP 	window1: recordFrameIntervals = False
208.9941 	EXP 	fixation: autoDraw = True
210.0016 	EXP 	fixation: autoDraw = False
210.0183 	EXP 	grating: autoDraw = True
210.0183 	EXP 	grating: tex = 'sin'
210.3179 	EXP 	grating: autoDraw = False
210.4029 	EXP 	window1: recordFrameIntervals = False
210.4037 	DATA 	Keypress: right
210.4179 	EXP 	fixation: autoDraw = False
210.4179 	EXP 	grating: autoDraw = False
210.4182 	EXP 	window1: recordFrameIntervals = False
211.3931 	EXP 	fixation: autoDraw = True
212.4014 	EXP 	fixation: autoDraw = False
212.4181 	EXP 	grating: autoDraw = True
212.4181 	EXP 	grating: tex = 'sin'
212.7179 	EXP 	grating: autoDraw = False
212.8039 	EXP 	window1: recordFrameIntervals = False
212.8050 	DATA 	Keypress: left
212.8179 	EXP 	fixation: autoDraw = False
212.8179 	EXP 	grating: autoDraw = False
212.8181 	EXP 	window1: recordFrameIntervals = False
213.7935 	EXP 	fixation: autoDraw = True
214.8008 	EXP 	fixation: autoDraw = False
214.8175 	EXP 	grating: autoDraw = True
214.8175 	EXP 	grating: tex = 'sin'
215.1173 	EXP 	grating: autoDraw = False
215.1529 	EXP 	window1: recordFrameIntervals = False
215.1542 	DATA 	Keypress: right
215.1668 	EXP 	fixation: autoDraw = False
215.1668 	EXP 	grating: autoDraw = False
215.1669 	EXP 	window1: recordFrameIntervals = False
216.1429 	EXP 	fixation: autoDraw = True
217.1495 	EXP 	fixation: autoDraw = False
217.1666 	EXP 	grating: autoDraw = True
217.1666 	EXP 	grating: tex = 'sin'
217.4667 	EXP 	grating: autoDraw = False
217.5852 	EXP 	window1: recordFrameIntervals = False
217.5864 	DATA 	Keypress: right
217.5999 	EXP 	fixation: autoDraw = False
217.5999 	EXP 	grating: autoDraw = False
217.6001 	EXP 	window1: recordFrameIntervals = False
218.5757 	EXP 	fixation: autoDraw = True
219.5824 	EXP 	fixation: autoDraw = False
219.5995 	EXP 	grating: autoDraw = True
219.5995 	EXP 	grating: tex = 'sin'
219.8992 	EXP 	grating: autoDraw = False
220.0847 	EXP 	window1: recordFrameIntervals = False
220.0859 	DATA 	Keypress: left
220.0992 	EXP 	fixation: autoDraw = False
220.0992 	EXP 	grating: autoDraw = False
220.0994 	EXP 	window1: recordFrameIntervals = False
221.0740 	EXP 	fixation: autoDraw = True
222.0818 	EXP 	fixation: autoDraw = False
222.0987 	EXP 	grating: autoDraw = True
222.0987 	EXP 	grating: tex = 'sin'
222.3983 	EXP 	grating: autoDraw = False
222.4343 	EXP 	window1: recordFrameIntervals = False
222.4357 	DATA 	Keypress: right
222.4483 	EXP 	fixation: autoDraw = False
222.4483 	EXP 	grating: autoDraw = False
222.4486 	EXP 	window1: recordFrameIntervals = False
223.4251 	EXP 	fixation: autoDraw = True
224.4313 	EXP 	fixation: autoDraw = False
224.4480 	EXP 	grating: autoDraw = True
224.4480 	EXP 	grating: tex = 'sin'
224.7478 	EXP 	grating: autoDraw = False
224.7672 	EXP 	window1: recordFrameIntervals = False
224.7685 	DATA 	Keypress: right
224.7813 	EXP 	fixation: autoDraw = False
224.7813 	EXP 	grating: autoDraw = False
224.7815 	EXP 	window1: recordFrameIntervals = False
225.7578 	EXP 	fixation: autoDraw = True
226.7641 	EXP 	fixation: autoDraw = False
226.7810 	EXP 	grating: autoDraw = True
226.7810 	EXP 	grating: tex = 'sin'
227.0805 	EXP 	grating: autoDraw = False
227.1169 	EXP 	window1: recordFrameIntervals = False
227.1180 	DATA 	Keypress: right
227.1308 	EXP 	fixation: autoDraw = False
227.1308 	EXP 	grating: autoDraw = False
227.1311 	EXP 	window1: recordFrameIntervals = False
228.1076 	EXP 	fixation: autoDraw = True
229.1135 	EXP 	fixation: autoDraw = False
229.1302 	EXP 	grating: autoDraw = True
229.1302 	EXP 	grating: tex = 'sin'
229.4300 	EXP 	grating: autoDraw = False
229.5326 	EXP 	window1: recordFrameIntervals = False
229.5340 	DATA 	Keypress: left
229.5467 	EXP 	fixation: autoDraw = False
229.5467 	EXP 	grating: autoDraw = False
229.5470 	EXP 	window1: recordFrameIntervals = False
230.5217 	EXP 	fixation: autoDraw = True
231.5298 	EXP 	fixation: autoDraw = False
231.5467 	EXP 	grating: autoDraw = True
231.5467 	EXP 	grating: tex = 'sin'
231.8463 	EXP 	grating: autoDraw = False
231.8654 	EXP 	window1: recordFrameIntervals = False
231.8667 	DATA 	Keypress: right
231.8794 	EXP 	fixation: autoDraw = False
231.8794 	EXP 	grating: autoDraw = False
231.8796 	EXP 	window1: recordFrameIntervals = False
232.8558 	EXP 	fixation: autoDraw = True
233.8623 	EXP 	fixation: autoDraw = False
233.8793 	EXP 	grating: autoDraw = True
233.8793 	EXP 	grating: tex = 'sin'
234.1792 	EXP 	grating: autoDraw = False
234.2143 	EXP 	window1: recordFrameIntervals = False
234.2155 	DATA 	Keypress: right
234.2291 	EXP 	fixation: autoDraw = False
234.2291 	EXP 	grating: autoDraw = False
234.2293 	EXP 	window1: recordFrameIntervals = False
235.2040 	EXP 	fixation: autoDraw = True
236.2121 	EXP 	fixation: autoDraw = False
236.2286 	EXP 	grating: autoDraw = True
236.2286 	EXP 	grating: tex = 'sin'
236.5284 	EXP 	grating: autoDraw = False
236.6640 	EXP 	window1: recordFrameIntervals = False
236.6653 	DATA 	Keypress: left
236.6781 	EXP 	fixation: autoDraw = False
236.6781 	EXP 	grating: autoDraw = False
236.6784 	EXP 	window1: recordFrameIntervals = False
237.6540 	EXP 	fixation: autoDraw = True
238.6609 	EXP 	fixation: autoDraw = False
238.6777 	EXP 	grating: autoDraw = True
238.6777 	EXP 	grating: tex = 'sin'
238.9779 	EXP 	grating: autoDraw = False
239.1627 	EXP 	window1: recordFrameIntervals = False
239.1633 	DATA 	Keypress: left
239.1777 	EXP 	fixation: autoDraw = False
239.1777 	EXP 	grating: autoDraw = False
239.1779 	EXP 	window1: recordFrameIntervals = False
240.1529 	EXP 	fixation: autoDraw = True
241.1602 	EXP 	fixation: autoDraw = False
241.1775 	EXP 	grating: autoDraw = True
241.1775 	EXP 	grating: tex = 'sin'
241.4772 	EXP 	grating: autoDraw = False
241.6793 	EXP 	window1: recordFrameIntervals = False
241.6806 	DATA 	Keypress: left
241.6935 	EXP 	fixation: autoDraw = False
241.6935 	EXP 	grating: autoDraw = False
241.6938 	EXP 	window1: recordFrameIntervals = False
242.6680 	EXP 	fixation: autoDraw = True
243.6767 	EXP 	fixation: autoDraw = False
243.6936 	EXP 	grating: autoDraw = True
243.6936 	EXP 	grating: tex = 'sin'
243.9929 	EXP 	grating: autoDraw = False
244.3122 	EXP 	window1: recordFrameIntervals = False
244.3134 	DATA 	Keypress: right
244.3265 	EXP 	fixation: autoDraw = False
244.3265 	EXP 	grating: autoDraw = False
244.3268 	EXP 	window1: recordFrameIntervals = False
245.3016 	EXP 	fixation: autoDraw = True
246.3088 	EXP 	fixation: autoDraw = False
246.3257 	EXP 	grating: autoDraw = True
246.3257 	EXP 	grating: tex = 'sin'
246.6258 	EXP 	grating: autoDraw = False
246.7445 	EXP 	window1: recordFrameIntervals = False
246.7459 	DATA 	Keypress: right
246.7590 	EXP 	fixation: autoDraw = False
246.7590 	EXP 	grating: autoDraw = False
246.7593 	EXP 	window1: recordFrameIntervals = False
247.7339 	EXP 	fixation: autoDraw = True
248.7418 	EXP 	fixation: autoDraw = False
248.7585 	EXP 	grating: autoDraw = True
248.7585 	EXP 	grating: tex = 'sin'
249.0583 	EXP 	grating: autoDraw = False
249.2275 	EXP 	window1: recordFrameIntervals = False
249.2288 	DATA 	Keypress: right
249.2421 	EXP 	fixation: autoDraw = False
249.2421 	EXP 	grating: autoDraw = False
249.2423 	EXP 	window1: recordFrameIntervals = False
250.2176 	EXP 	fixation: autoDraw = True
251.2247 	EXP 	fixation: autoDraw = False
251.2414 	EXP 	grating: autoDraw = True
251.2414 	EXP 	grating: tex = 'sin'
251.5416 	EXP 	grating: autoDraw = False
251.7604 	EXP 	window1: recordFrameIntervals = False
251.7617 	DATA 	Keypress: left
251.7746 	EXP 	fixation: autoDraw = False
251.7746 	EXP 	grating: autoDraw = False
251.7750 	EXP 	window1: recordFrameIntervals = False
252.7497 	EXP 	fixation: autoDraw = True
253.7573 	EXP 	fixation: autoDraw = False
253.7741 	EXP 	grating: autoDraw = True
253.7741 	EXP 	grating: tex = 'sin'
254.0742 	EXP 	grating: autoDraw = False
254.2098 	EXP 	window1: recordFrameIntervals = False
254.2111 	DATA 	Keypress: left
254.2241 	EXP 	fixation: autoDraw = False
254.2241 	EXP 	grating: autoDraw = False
254.2243 	EXP 	window1: recordFrameIntervals = False
255.1994 	EXP 	fixation: autoDraw = True
256.2065 	EXP 	fixation: autoDraw = False
256.2237 	EXP 	grating: autoDraw = True
256.2237 	EXP 	grating: tex = 'sin'
256.5232 	EXP 	grating: autoDraw = False
256.6256 	EXP 	window1: recordFrameIntervals = False
256.6269 	DATA 	Keypress: left
256.6399 	EXP 	fixation: autoDraw = False
256.6399 	EXP 	grating: autoDraw = False
256.6402 	EXP 	window1: recordFrameIntervals = False
257.6146 	EXP 	fixation: autoDraw = True
258.6226 	EXP 	fixation: autoDraw = False
258.6394 	EXP 	grating: autoDraw = True
258.6394 	EXP 	grating: tex = 'sin'
258.9393 	EXP 	grating: autoDraw = False
259.1083 	EXP 	window1: recordFrameIntervals = False
259.1097 	DATA 	Keypress: left
259.1228 	EXP 	fixation: autoDraw = False
259.1228 	EXP 	grating: autoDraw = False
259.1230 	EXP 	window1: recordFrameIntervals = False
260.0971 	EXP 	fixation: autoDraw = True
261.1057 	EXP 	fixation: autoDraw = False
261.1226 	EXP 	grating: autoDraw = True
261.1226 	EXP 	grating: tex = 'sin'
261.4223 	EXP 	grating: autoDraw = False
261.6583 	EXP 	window1: recordFrameIntervals = False
261.6597 	DATA 	Keypress: right
261.6720 	EXP 	fixation: autoDraw = False
261.6720 	EXP 	grating: autoDraw = False
261.6722 	EXP 	window1: recordFrameIntervals = False
262.6487 	EXP 	fixation: autoDraw = True
263.6547 	EXP 	fixation: autoDraw = False
263.6717 	EXP 	grating: autoDraw = True
263.6717 	EXP 	grating: tex = 'sin'
263.9712 	EXP 	grating: autoDraw = False
264.0737 	EXP 	window1: recordFrameIntervals = False
264.0744 	DATA 	Keypress: right
264.0880 	EXP 	fixation: autoDraw = False
264.0880 	EXP 	grating: autoDraw = False
264.0882 	EXP 	window1: recordFrameIntervals = False
265.0630 	EXP 	fixation: autoDraw = True
266.0708 	EXP 	fixation: autoDraw = False
266.0880 	EXP 	grating: autoDraw = True
266.0880 	EXP 	grating: tex = 'sin'
266.3873 	EXP 	grating: autoDraw = False
266.5061 	EXP 	window1: recordFrameIntervals = False
266.5074 	DATA 	Keypress: left
266.5208 	EXP 	fixation: autoDraw = False
266.5208 	EXP 	grating: autoDraw = False
266.5211 	EXP 	window1: recordFrameIntervals = False
267.4961 	EXP 	fixation: autoDraw = True
268.5035 	EXP 	fixation: autoDraw = False
268.5204 	EXP 	grating: autoDraw = True
268.5204 	EXP 	grating: tex = 'sin'
268.8204 	EXP 	grating: autoDraw = False
268.9730 	EXP 	window1: recordFrameIntervals = False
268.9742 	DATA 	Keypress: left
268.9870 	EXP 	fixation: autoDraw = False
268.9870 	EXP 	grating: autoDraw = False
268.9872 	EXP 	window1: recordFrameIntervals = False
269.9633 	EXP 	fixation: autoDraw = True
270.9694 	EXP 	fixation: autoDraw = False
270.9865 	EXP 	grating: autoDraw = True
270.9865 	EXP 	grating: tex = 'sin'
271.2864 	EXP 	grating: autoDraw = False
271.3716 	EXP 	window1: recordFrameIntervals = False
271.3724 	DATA 	Keypress: right
271.3863 	EXP 	fixation: autoDraw = False
271.3863 	EXP 	grating: autoDraw = False
271.3865 	EXP 	window1: recordFrameIntervals = False
272.3621 	EXP 	fixation: autoDraw = True
273.3690 	EXP 	fixation: autoDraw = False
273.3861 	EXP 	grating: autoDraw = True
273.3861 	EXP 	grating: tex = 'sin'
273.6855 	EXP 	grating: autoDraw = False
273.8045 	EXP 	window1: recordFrameIntervals = False
273.8058 	DATA 	Keypress: left
273.8188 	EXP 	fixation: autoDraw = False
273.8188 	EXP 	grating: autoDraw = False
273.8191 	EXP 	window1: recordFrameIntervals = False
274.7939 	EXP 	fixation: autoDraw = True
275.8020 	EXP 	fixation: autoDraw = False
275.8185 	EXP 	grating: autoDraw = True
275.8185 	EXP 	grating: tex = 'sin'
276.1183 	EXP 	grating: autoDraw = False
276.1878 	EXP 	window1: recordFrameIntervals = False
276.1890 	DATA 	Keypress: right
276.2018 	EXP 	fixation: autoDraw = False
276.2018 	EXP 	grating: autoDraw = False
276.2020 	EXP 	window1: recordFrameIntervals = False
277.1776 	EXP 	fixation: autoDraw = True
278.1846 	EXP 	fixation: autoDraw = False
278.2014 	EXP 	grating: autoDraw = True
278.2014 	EXP 	grating: tex = 'sin'
278.5015 	EXP 	grating: autoDraw = False
278.6538 	EXP 	window1: recordFrameIntervals = False
278.6551 	DATA 	Keypress: left
278.6678 	EXP 	fixation: autoDraw = False
278.6678 	EXP 	grating: autoDraw = False
278.6681 	EXP 	window1: recordFrameIntervals = False
279.6439 	EXP 	fixation: autoDraw = True
280.6504 	EXP 	fixation: autoDraw = False
280.6673 	EXP 	grating: autoDraw = True
280.6673 	EXP 	grating: tex = 'sin'
280.9669 	EXP 	grating: autoDraw = False
281.0693 	EXP 	window1: recordFrameIntervals = False
281.0706 	DATA 	Keypress: left
281.0838 	EXP 	fixation: autoDraw = False
281.0838 	EXP 	grating: autoDraw = False
281.0840 	EXP 	window1: recordFrameIntervals = False
282.0592 	EXP 	fixation: autoDraw = True
283.0670 	EXP 	fixation: autoDraw = False
283.0834 	EXP 	grating: autoDraw = True
283.0834 	EXP 	grating: tex = 'sin'
283.3833 	EXP 	grating: autoDraw = False
283.3856 	DATA 	Keypress: right
283.3997 	EXP 	fixation: autoDraw = False
283.3997 	EXP 	grating: autoDraw = False
283.7072 	EXP 	window1: mouseVisible = True
